"global_step","DRRandom_04-01-36-40 - _step","DRRandom_04-01-36-40 - _step__MIN","DRRandom_04-01-36-40 - _step__MAX","DRRandom_04-01-36-40 - episode_lengths/step","DRRandom_04-01-36-40 - episode_lengths/step__MIN","DRRandom_04-01-36-40 - episode_lengths/step__MAX"
"192","3","3","3","43.4499397277832","43.4499397277832","43.4499397277832"
"524288","7","7","7","45.483154296875","45.483154296875","45.483154296875"
"1048576","11","11","11","45.29814910888672","45.29814910888672","45.29814910888672"
"1572864","15","15","15","41.103397369384766","41.103397369384766","41.103397369384766"
"2097152","19","19","19","43.5052375793457","43.5052375793457","43.5052375793457"
"2621440","23","23","23","42.19295883178711","42.19295883178711","42.19295883178711"
"3145728","27","27","27","43.08821105957031","43.08821105957031","43.08821105957031"
"3670016","31","31","31","40.21171188354492","40.21171188354492","40.21171188354492"
"4194304","35","35","35","40.4779052734375","40.4779052734375","40.4779052734375"
"4718592","39","39","39","39.081050872802734","39.081050872802734","39.081050872802734"
"5242880","43","43","43","39.584983825683594","39.584983825683594","39.584983825683594"
"5767168","47","47","47","37.40217971801758","37.40217971801758","37.40217971801758"
"6291456","51","51","51","38.10734939575195","38.10734939575195","38.10734939575195"
"6815744","55","55","55","36.64460754394531","36.64460754394531","36.64460754394531"
"7340032","59","59","59","37.84260559082031","37.84260559082031","37.84260559082031"
"7864320","63","63","63","39.43553161621094","39.43553161621094","39.43553161621094"
"8388608","67","67","67","35.55320739746094","35.55320739746094","35.55320739746094"
"8912896","71","71","71","39.94304275512695","39.94304275512695","39.94304275512695"
"9437184","75","75","75","34.57059860229492","34.57059860229492","34.57059860229492"
"9961472","79","79","79","35.41394805908203","35.41394805908203","35.41394805908203"
"10485760","83","83","83","37.0859375","37.0859375","37.0859375"
"11010048","87","87","87","37.828941345214844","37.828941345214844","37.828941345214844"
"11534336","91","91","91","39.102596282958984","39.102596282958984","39.102596282958984"
"12058624","95","95","95","39.06523895263672","39.06523895263672","39.06523895263672"
"12582912","99","99","99","39.1135139465332","39.1135139465332","39.1135139465332"
"13107200","103","103","103","40.40180206298828","40.40180206298828","40.40180206298828"
"13631488","107","107","107","37.428871154785156","37.428871154785156","37.428871154785156"
"14155776","111","111","111","34.34697723388672","34.34697723388672","34.34697723388672"
"14680064","115","115","115","40.62482452392578","40.62482452392578","40.62482452392578"
"15204352","119","119","119","40.26600646972656","40.26600646972656","40.26600646972656"
"15728640","123","123","123","39.95928955078125","39.95928955078125","39.95928955078125"
"16252928","127","127","127","37.63462829589844","37.63462829589844","37.63462829589844"
"16777216","131","131","131","43.024871826171875","43.024871826171875","43.024871826171875"
"17301504","135","135","135","41.51262664794922","41.51262664794922","41.51262664794922"
"17825792","139","139","139","39.45404052734375","39.45404052734375","39.45404052734375"
"18350080","143","143","143","48.165077209472656","48.165077209472656","48.165077209472656"
"18874368","147","147","147","41.20634841918945","41.20634841918945","41.20634841918945"
"19398656","151","151","151","37.80315017700195","37.80315017700195","37.80315017700195"
"19922944","155","155","155","41.934226989746094","41.934226989746094","41.934226989746094"
"20447232","159","159","159","41.63703918457031","41.63703918457031","41.63703918457031"
"20971520","163","163","163","43.69829559326172","43.69829559326172","43.69829559326172"
"21495808","167","167","167","39.78866195678711","39.78866195678711","39.78866195678711"
"22020096","171","171","171","39.739749908447266","39.739749908447266","39.739749908447266"
"22544384","175","175","175","39.892539978027344","39.892539978027344","39.892539978027344"
"23068672","179","179","179","42.44145584106445","42.44145584106445","42.44145584106445"
"23592960","183","183","183","45.51706314086914","45.51706314086914","45.51706314086914"
"24117248","187","187","187","43.85375213623047","43.85375213623047","43.85375213623047"
"24641536","191","191","191","40.96393585205078","40.96393585205078","40.96393585205078"
"25165824","195","195","195","43.26435089111328","43.26435089111328","43.26435089111328"
"25690112","199","199","199","41.88546371459961","41.88546371459961","41.88546371459961"
"26214400","203","203","203","43.621185302734375","43.621185302734375","43.621185302734375"
"26738688","207","207","207","43.60862350463867","43.60862350463867","43.60862350463867"
"27262976","211","211","211","40.79332733154297","40.79332733154297","40.79332733154297"
"27787264","215","215","215","48.20433807373047","48.20433807373047","48.20433807373047"
"28311552","219","219","219","48.09791946411133","48.09791946411133","48.09791946411133"
"28835840","223","223","223","51.86074447631836","51.86074447631836","51.86074447631836"
"29360128","227","227","227","47.57075881958008","47.57075881958008","47.57075881958008"
"29884416","231","231","231","46.45737838745117","46.45737838745117","46.45737838745117"
"30408704","235","235","235","48.43655014038086","48.43655014038086","48.43655014038086"
"30932992","239","239","239","42.68674087524414","42.68674087524414","42.68674087524414"
"31457280","243","243","243","44.65381622314453","44.65381622314453","44.65381622314453"
"31981568","247","247","247","45.976776123046875","45.976776123046875","45.976776123046875"
"32505856","251","251","251","44.68500900268555","44.68500900268555","44.68500900268555"
"33030144","255","255","255","44.84095764160156","44.84095764160156","44.84095764160156"
"33554432","259","259","259","52.25755310058594","52.25755310058594","52.25755310058594"
"34078720","263","263","263","45.9136848449707","45.9136848449707","45.9136848449707"
"34603008","267","267","267","49.57923126220703","49.57923126220703","49.57923126220703"
"35127296","271","271","271","54.99345016479492","54.99345016479492","54.99345016479492"
"35651584","275","275","275","49.78350830078125","49.78350830078125","49.78350830078125"
"36175872","279","279","279","52.56602478027344","52.56602478027344","52.56602478027344"
"36700160","283","283","283","52.53903579711914","52.53903579711914","52.53903579711914"
"37224448","287","287","287","50.38129806518555","50.38129806518555","50.38129806518555"
"37748736","291","291","291","52.41360855102539","52.41360855102539","52.41360855102539"
"38273024","295","295","295","49.79691696166992","49.79691696166992","49.79691696166992"
"38797312","299","299","299","48.78662872314453","48.78662872314453","48.78662872314453"
"39321600","303","303","303","54.74250030517578","54.74250030517578","54.74250030517578"
"39845888","307","307","307","48.90058517456055","48.90058517456055","48.90058517456055"
"40370176","311","311","311","49.60651779174805","49.60651779174805","49.60651779174805"
"40894464","315","315","315","50.28068923950195","50.28068923950195","50.28068923950195"
"41418752","319","319","319","55.13523483276367","55.13523483276367","55.13523483276367"
"41943040","323","323","323","52.04958724975586","52.04958724975586","52.04958724975586"
"42467328","327","327","327","50.312400817871094","50.312400817871094","50.312400817871094"
"42991616","331","331","331","48.82675552368164","48.82675552368164","48.82675552368164"
"43515904","335","335","335","51.04666519165039","51.04666519165039","51.04666519165039"
"44040192","339","339","339","50.15492248535156","50.15492248535156","50.15492248535156"
"44564480","343","343","343","52.23554992675781","52.23554992675781","52.23554992675781"
"45088768","347","347","347","53.78116226196289","53.78116226196289","53.78116226196289"
"45613056","351","351","351","54.53083038330078","54.53083038330078","54.53083038330078"
"46137344","355","355","355","49.202816009521484","49.202816009521484","49.202816009521484"
"46661632","359","359","359","53.60148239135742","53.60148239135742","53.60148239135742"
"47185920","363","363","363","49.87460708618164","49.87460708618164","49.87460708618164"
"47710208","367","367","367","53.37291717529297","53.37291717529297","53.37291717529297"
"48234496","371","371","371","54.38157272338867","54.38157272338867","54.38157272338867"
"48758784","375","375","375","54.55111312866211","54.55111312866211","54.55111312866211"
"49283072","379","379","379","48.85597229003906","48.85597229003906","48.85597229003906"
"49807360","383","383","383","52.26070022583008","52.26070022583008","52.26070022583008"
"50331648","387","387","387","52.214012145996094","52.214012145996094","52.214012145996094"
"50855936","391","391","391","53.086448669433594","53.086448669433594","53.086448669433594"
"51380224","395","395","395","48.41831588745117","48.41831588745117","48.41831588745117"
"51904512","399","399","399","51.18293380737305","51.18293380737305","51.18293380737305"
"52428800","403","403","403","53.791053771972656","53.791053771972656","53.791053771972656"
"52953088","407","407","407","54.525814056396484","54.525814056396484","54.525814056396484"
"53477376","411","411","411","50.544677734375","50.544677734375","50.544677734375"
"54001664","415","415","415","54.84874725341797","54.84874725341797","54.84874725341797"
"54525952","419","419","419","54.89931869506836","54.89931869506836","54.89931869506836"
"55050240","423","423","423","54.574989318847656","54.574989318847656","54.574989318847656"
"55574528","427","427","427","51.55402374267578","51.55402374267578","51.55402374267578"
"56098816","431","431","431","54.77630615234375","54.77630615234375","54.77630615234375"
"56623104","435","435","435","57.78681564331055","57.78681564331055","57.78681564331055"
"57147392","439","439","439","49.832767486572266","49.832767486572266","49.832767486572266"
"57671680","443","443","443","53.22044372558594","53.22044372558594","53.22044372558594"
"58195968","447","447","447","53.11619186401367","53.11619186401367","53.11619186401367"
"58720256","451","451","451","52.393035888671875","52.393035888671875","52.393035888671875"
"59244544","455","455","455","50.874290466308594","50.874290466308594","50.874290466308594"
"59768832","459","459","459","54.114105224609375","54.114105224609375","54.114105224609375"
"60293120","463","463","463","54.77348327636719","54.77348327636719","54.77348327636719"
"60817408","467","467","467","52.86288070678711","52.86288070678711","52.86288070678711"
"61341696","471","471","471","58.070556640625","58.070556640625","58.070556640625"
"61865984","475","475","475","51.99178695678711","51.99178695678711","51.99178695678711"
"62390272","479","479","479","55.005828857421875","55.005828857421875","55.005828857421875"
"62914560","483","483","483","56.59724807739258","56.59724807739258","56.59724807739258"
"63438848","487","487","487","55.97837448120117","55.97837448120117","55.97837448120117"
"63963136","491","491","491","56.51508331298828","56.51508331298828","56.51508331298828"
"64487424","495","495","495","55.45497131347656","55.45497131347656","55.45497131347656"
"65011712","499","499","499","55.53252410888672","55.53252410888672","55.53252410888672"
"65536000","503","503","503","52.83785629272461","52.83785629272461","52.83785629272461"
"66060288","507","507","507","55.69106674194336","55.69106674194336","55.69106674194336"
"66584576","511","511","511","57.108924865722656","57.108924865722656","57.108924865722656"
"67108864","515","515","515","56.27996063232422","56.27996063232422","56.27996063232422"
"67633152","519","519","519","50.38329315185547","50.38329315185547","50.38329315185547"
"68157440","523","523","523","53.37443542480469","53.37443542480469","53.37443542480469"
"68681728","527","527","527","53.980995178222656","53.980995178222656","53.980995178222656"
"69206016","531","531","531","56.79262161254883","56.79262161254883","56.79262161254883"
"69730304","535","535","535","56.793968200683594","56.793968200683594","56.793968200683594"
